name,metacritic,Predicted Metacritic Score,absolute_error,relative_error
Yoshi's Crafted World,79.0,80.1996370125439,1.1996370125439029,-1.1996370125439029
Loki,61.0,68.02461459738754,7.02461459738754,-7.02461459738754
The Final Station,76.0,75.18117690140451,0.8188230985954874,0.8188230985954874
Before the Echo,70.0,74.00374643637815,4.003746436378151,-4.003746436378151
Sonic Generations,77.0,78.74018606919876,1.7401860691987565,-1.7401860691987565
Dungeon Siege 2,80.0,74.19056924024108,5.809430759758925,5.809430759758925
Dark Devotion,70.0,79.37632299793711,9.376322997937109,-9.376322997937109
Dungeons - The Dark Lord,72.0,69.09544186543236,2.904558134567637,2.904558134567637
Hektor,55.0,56.218113054071566,1.2181130540715657,-1.2181130540715657
The Novelist,66.0,74.47105080325417,8.471050803254172,-8.471050803254172
FEZ,91.0,77.94681871684124,13.053181283158764,13.053181283158764
Celeste,91.0,81.04191863091556,9.95808136908444,9.95808136908444
Far Cry 3 - Blood Dragon,81.0,76.03462757359695,4.96537242640305,4.96537242640305
World of Warcraft: Legion,88.0,85.76819009336704,2.231809906632961,2.231809906632961
Day of Defeat,79.0,83.43446116927645,4.434461169276446,-4.434461169276446
SWAT 4,85.0,74.58805177936993,10.411948220630066,10.411948220630066
I Expect You To Die,76.0,71.85196971231737,4.14803028768263,4.14803028768263
METAL GEAR SOLID V: THE PHANTOM PAIN,91.0,79.46427662441818,11.535723375581824,11.535723375581824
Beijing 2008 - The Official Video Game of the Olympic Games,57.0,68.57020207787295,11.570202077872949,-11.570202077872949
World War III: Black Gold,71.0,75.80514871631253,4.80514871631253,-4.80514871631253
Lost Horizon,77.0,70.0775730330327,6.9224269669672935,6.9224269669672935
Neverending Nightmares,68.0,64.24413184969224,3.755868150307762,3.755868150307762
Yaga,70.0,80.72286076474737,10.722860764747367,-10.722860764747367
FINAL FANTASY III,68.0,79.5889198200318,11.588919820031805,-11.588919820031805
Two Worlds,58.0,74.61916339424182,16.619163394241824,-16.619163394241824
ZONE OF THE ENDERS: The 2nd Runner - M∀RS,71.0,74.07998026125284,3.0799802612528424,-3.0799802612528424
Shin Megami Tensei: Persona 3,86.0,78.19573271473446,7.804267285265539,7.804267285265539
Saints Row: The Third Remastered,73.0,73.62552749048247,0.6255274904824688,-0.6255274904824688
XCOM 2,88.0,83.18772392697343,4.812276073026567,4.812276073026567
The Getaway,72.0,79.32124440448759,7.321244404487587,-7.321244404487587
Scribblenauts Unlimited,75.0,76.87381181428665,1.873811814286654,-1.873811814286654
FTL: Faster Than Light,84.0,78.06199308961249,5.938006910387514,5.938006910387514
Kholat,64.0,72.58753401895889,8.587534018958891,-8.587534018958891
Viridi,46.0,73.57541606221207,27.57541606221207,-27.57541606221207
"Warhammer 40,000: Dawn of War II Chaos Rising",85.0,79.33916413034261,5.66083586965739,5.66083586965739
Mario Kart 8,88.0,86.4014354370576,1.5985645629424,1.5985645629424
World of Warplanes,69.0,74.45147925151538,5.45147925151538,-5.45147925151538
Mosaic,67.0,72.41699327348311,5.416993273483115,-5.416993273483115
The Long Journey Home,68.0,72.80108837065671,4.801088370656714,-4.801088370656714
The Walking Dead: A New Frontier,71.0,77.31387486456848,6.313874864568476,-6.313874864568476
Warcraft III: Reforged,59.0,86.43818833345854,27.43818833345854,-27.43818833345854
Brigador,70.0,72.19865994633187,2.1986599463318726,-2.1986599463318726
Death's Gambit,72.0,78.76067039120599,6.760670391205991,-6.760670391205991
Dead Island,74.0,76.54235947564776,2.542359475647757,-2.542359475647757
S.T.A.L.K.E.R.: Shadow of Chernobyl,82.0,76.86328223255623,5.13671776744377,5.13671776744377
Still Life,75.0,70.76721560292137,4.232784397078632,4.232784397078632
Farming Simulator 15,64.0,76.06257187565232,12.062571875652324,-12.062571875652324
Space Channel 5: Part 2,78.0,80.02712936715315,2.027129367153151,-2.027129367153151
Comanche 4,74.0,76.77193507637345,2.7719350763734525,-2.7719350763734525
Catwoman,46.0,72.6743222737151,26.674322273715106,-26.674322273715106
Mirror's Edge,81.0,79.61227044946894,1.3877295505310627,1.3877295505310627
Tron 2.0,84.0,81.09843561181488,2.901564388185122,2.901564388185122
Alien Breed: Impact,64.0,65.82789277305886,1.8278927730588634,-1.8278927730588634
Knack 2,71.0,78.19433843857853,7.1943384385785265,-7.1943384385785265
Men of War,80.0,74.00293676356732,5.99706323643268,5.99706323643268
Bionic Dues,71.0,76.37443391535479,5.3744339153547855,-5.3744339153547855
ELEX,59.0,71.78000769614934,12.78000769614934,-12.78000769614934
The Book of Unwritten Tales,82.0,78.29306491645839,3.706935083541609,3.706935083541609
Earth 2150 Trilogy,78.0,81.32839197404256,3.3283919740425603,-3.3283919740425603
Half-Life 2: Episode One,87.0,87.29123826892817,0.2912382689281685,-0.2912382689281685
Rayman Origins,86.0,81.73985977126833,4.260140228731672,4.260140228731672
We Love Katamari,86.0,80.6623079842381,5.3376920157619026,5.3376920157619026
Maize,65.0,72.88065626578819,7.88065626578819,-7.88065626578819
Banjo-Kazooie,92.0,84.70357236120118,7.296427638798818,7.296427638798818
Rock of Ages 2: Bigger & Boulder,77.0,75.5625017904938,1.4374982095062023,1.4374982095062023
FINAL FANTASY IV,87.0,82.5730693521466,4.426930647853396,4.426930647853396
Halcyon 6: Starbase Commander,71.0,77.36590106103756,6.365901061037562,-6.365901061037562
Brothers in Arms: Road to Hill 30,87.0,76.80595689521228,10.194043104787724,10.194043104787724
Sam & Max: Episode 202 - Moai Better Blues,80.0,78.6496469820734,1.3503530179265937,1.3503530179265937
SteamWorld Dig 2,88.0,78.7034603576623,9.296539642337706,9.296539642337706
Has-Been Heroes,63.0,65.24718425632783,2.2471842563278273,-2.2471842563278273
Xenoblade Chronicles 3D,86.0,81.65020757554929,4.349792424450712,4.349792424450712
Nancy Drew: The Phantom of Venice,69.0,74.64346114886716,5.643461148867161,-5.643461148867161
BioShock Infinite,94.0,79.48342272250629,14.51657727749371,14.51657727749371
Lightmatter,73.0,76.73809958911323,3.738099589113233,-3.738099589113233
Ninja Pizza Girl,82.0,75.74103353864813,6.258966461351875,6.258966461351875
Headlander,74.0,69.32512501069323,4.6748749893067725,4.6748749893067725
Nancy Drew: The Creature of Kapu Cave,68.0,74.64346114886716,6.643461148867161,-6.643461148867161
Tiny and Big: Grandpa's Leftovers,75.0,69.32514799554252,5.6748520044574775,5.6748520044574775
Star Control: Origins,75.0,79.82322069094968,4.823220690949682,-4.823220690949682
Lichdom: Battlemage,69.0,69.93228422205866,0.9322842220586551,-0.9322842220586551
METAL GEAR SOLID V: GROUND ZEROES,80.0,80.54399254390887,0.5439925439088711,-0.5439925439088711
Dying Light: The Following - Enhanced Edition,87.0,69.94563553118337,17.05436446881663,17.05436446881663
Fire Emblem Heroes,72.0,81.65214188033285,9.652141880332849,-9.652141880332849
FINAL FANTASY VIII,90.0,81.39217927321603,8.60782072678397,8.60782072678397
Cradle,65.0,70.4663283038711,5.466328303871094,-5.466328303871094
Wolcen: Lords of Mayhem,60.0,74.79998275431485,14.799982754314854,-14.799982754314854
Oceanhorn 2: Knights of the Lost Realm,69.0,79.37277113345559,10.372771133455586,-10.372771133455586
The Flame in the Flood,73.0,76.4836878611824,3.4836878611824034,-3.4836878611824034
Forza Motorsport 6,87.0,81.01286173225361,5.9871382677463885,5.9871382677463885
Ride 2,67.0,70.18697740113981,3.1869774011398135,-3.1869774011398135
Transformers: The Game,56.0,80.73162714883665,24.73162714883665,-24.73162714883665
Blackguards,68.0,75.85679464635109,7.856794646351091,-7.856794646351091
Wolfenstein: The Old Blood,76.0,74.61706344988774,1.3829365501122624,1.3829365501122624
Grand Theft Auto IV: Complete Edition,94.0,71.03642307799802,22.963576922001977,22.963576922001977
Men of War: Red Tide,77.0,70.5413741586703,6.458625841329706,6.458625841329706
Kingdom Hearts Re:Chain of Memories,68.0,80.88971466692743,12.889714666927432,-12.889714666927432
Sleeping Dogs,81.0,78.50927527045052,2.490724729549484,2.490724729549484
Fable: The Lost Chapters,83.0,82.60246411164414,0.3975358883558613,0.3975358883558613
King Arthur's Gold,81.0,74.10751528105142,6.89248471894858,6.89248471894858
The Dream Machine: Chapter 1 & 2,75.0,78.61392597386843,3.613925973868433,-3.613925973868433
Warhammer: End Times - Vermintide,79.0,69.39550937996992,9.604490620030077,9.604490620030077
Rico,60.0,73.57031940778303,13.570319407783032,-13.570319407783032
TimeShift,71.0,77.83826540486132,6.838265404861318,-6.838265404861318
Sonic Mania,85.0,80.09553191367561,4.9044680863243855,4.9044680863243855
Stories Untold,81.0,71.63700857884376,9.362991421156238,9.362991421156238
Brut@l,66.0,68.50367258877012,2.5036725887701152,-2.5036725887701152
GoD Factory: Wingmen,76.0,74.78106099830191,1.2189390016980894,1.2189390016980894
Recettear: An Item Shop's Tale,82.0,73.54835443623924,8.451645563760763,8.451645563760763
Moons of Madness,65.0,69.09325043177135,4.093250431771352,-4.093250431771352
Prey (2006),83.0,73.784717850004,9.215282149996,9.215282149996
Dark Souls III: The Ringed City,83.0,74.23928060630273,8.760719393697272,8.760719393697272
Devil's Hunt,47.0,65.61666010606169,18.616660106061687,-18.616660106061687
Avadon: The Black Fortress,75.0,80.02644523795486,5.02644523795486,-5.02644523795486
Dark Souls III,89.0,83.81999565469151,5.18000434530849,5.18000434530849
Space Hack,63.0,66.837361736877,3.837361736877,-3.837361736877
Cat Quest II,77.0,71.55069128117047,5.449308718829528,5.449308718829528
System Shock,85.0,84.28092368722777,0.7190763127722306,0.7190763127722306
Shattered Haven,59.0,69.50083719928307,10.500837199283069,-10.500837199283069
Control,84.0,75.62461421750626,8.375385782493737,8.375385782493737
Steel Storm: Burning Retribution,55.0,64.73292038930532,9.73292038930532,-9.73292038930532
Trine 2: Complete Story,84.0,80.7638551600765,3.2361448399234973,3.2361448399234973
TurnOn,67.0,78.10517651600622,11.105176516006225,-11.105176516006225
Action Henk,74.0,68.70298115053971,5.297018849460287,5.297018849460287
Jump Force,59.0,75.55470601892878,16.554706018928783,-16.554706018928783
Evil Genius,75.0,79.13855085349775,4.1385508534977475,-4.1385508534977475
Untitled Goose Game,80.0,77.90535932604587,2.0946406739541317,2.0946406739541317
Ori and the Blind Forest: Definitive Edition,88.0,88.13404519384457,0.13404519384457103,-0.13404519384457103
LocoRoco,83.0,84.90011216792875,1.9001121679287536,-1.9001121679287536
UNCHARTED: Drake's Fortune,88.0,82.89978872770989,5.10021127229011,5.10021127229011
Tomb Raider: Underworld,80.0,80.51762382225586,0.5176238222558567,-0.5176238222558567
Legacy of Kain: Soul Reaver 2,77.0,76.22598410235379,0.7740158976462084,0.7740158976462084
Thief II: The Metal Age,87.0,84.09847379284473,2.901526207155271,2.901526207155271
Kraven Manor,58.0,62.3974429720817,4.3974429720816985,-4.3974429720816985
Knights And Bikes,80.0,74.87292344361748,5.127076556382519,5.127076556382519
Tom Clancy's Rainbow Six 3 Gold,85.0,70.8780914872351,14.121908512764904,14.121908512764904
The Infectious Madness of Doctor Dekker,78.0,71.0593916108148,6.940608389185201,6.940608389185201
DmC: Devil May Cry: Definitive Edition,83.0,75.33863063643491,7.661369363565086,7.661369363565086
Redeemer,64.0,76.24614546226114,12.24614546226114,-12.24614546226114
The Inner World,72.0,74.96103920205339,2.961039202053385,-2.961039202053385
Tiny Troopers,57.0,70.54673362935803,13.54673362935803,-13.54673362935803
Baldur's Gate: Enhanced Edition,78.0,78.6086892528605,0.6086892528605006,-0.6086892528605006
Rome: Total War - Collection,92.0,84.63636784902391,7.363632150976088,7.363632150976088
Dark Void,57.0,64.92280022697135,7.922800226971347,-7.922800226971347
Onimusha: Warlords,86.0,65.65754383226933,20.342456167730674,20.342456167730674
LEGO Batman,80.0,75.81481868455222,4.185181315447778,4.185181315447778
The Count Lucanor,78.0,75.56006569434543,2.4399343056545746,2.4399343056545746
Burnout Revenge,89.0,77.46755321957147,11.532446780428529,11.532446780428529
Chuchel,80.0,73.57717359048321,6.422826409516787,6.422826409516787
"Gabriel Knight 3: Blood of the Sacred, Blood of the Damned",80.0,78.54289297385272,1.457107026147284,1.457107026147284
Feudal Alloy,76.0,80.11718707085066,4.117187070850662,-4.117187070850662
The Book of Unwritten Tales 2,80.0,76.01272779674527,3.987272203254733,3.987272203254733
Spate,61.0,62.00669196422592,1.0066919642259222,-1.0066919642259222
Lords of Xulima,71.0,74.05820296255351,3.0582029625535085,-3.0582029625535085
God Eater 3,72.0,78.01816345331368,6.018163453313676,-6.018163453313676
Hawken,73.0,75.38553325292584,2.385533252925839,-2.385533252925839
Fade to Silence,56.0,76.8508096933257,20.8508096933257,-20.8508096933257
Pacific Storm Allies,60.0,66.83435102947828,6.8343510294782845,-6.8343510294782845
Destiny 2: Shadowkeep,75.0,70.02676829593561,4.973231704064389,4.973231704064389
Deus Ex: Human Revolution - Director's Cut,91.0,81.68232807011212,9.31767192988788,9.31767192988788
FAR: Lone Sails,84.0,75.8883452242866,8.111654775713404,8.111654775713404
Uurnog Uurnlimited,74.0,76.46744252183075,2.4674425218307476,-2.4674425218307476
Need for Speed Payback,61.0,75.40485390905494,14.404853909054935,-14.404853909054935
Kathy Rain,77.0,79.00856366402505,2.008563664025047,-2.008563664025047
God of War (2005),94.0,82.39936674979327,11.600633250206727,11.600633250206727
LEGO Batman 3: Beyond Gotham,74.0,77.87020210297075,3.870202102970751,-3.870202102970751
Just Cause 4,68.0,74.37654152765145,6.3765415276514545,-6.3765415276514545
Pinball FX2,84.0,75.0957314905735,8.904268509426501,8.904268509426501
BloodRayne 2,67.0,57.70694035619543,9.293059643804568,9.293059643804568
Gran Turismo 4,89.0,80.05437487979886,8.945625120201143,8.945625120201143
Everything,78.0,76.76336153648946,1.2366384635105447,1.2366384635105447
The Legend of Zelda: A Link Between Worlds,91.0,85.4869243615157,5.513075638484295,5.513075638484295
Shadowgrounds,74.0,65.05226734572672,8.947732654273281,8.947732654273281
Sang-Froid - Tales of Werewolves,79.0,70.41120391218804,8.588796087811957,8.588796087811957
STAR OCEAN: INTEGRITY AND FAITHLESSNESS,58.0,82.85006461268787,24.850064612687873,-24.850064612687873
Splice,70.0,76.4828005936965,6.482800593696496,-6.482800593696496
RUINER,78.0,73.06973546660815,4.930264533391849,4.930264533391849
Army Men RTS,67.0,75.87521497663646,8.875214976636457,-8.875214976636457
Giana Sisters: Twisted Dreams - Rise of the Owlverlord,84.0,74.64637914975202,9.353620850247978,9.353620850247978
Duskers,83.0,77.63629988791995,5.363700112080053,5.363700112080053
Terrian Saga: KR-17,83.0,67.82238516739257,15.177614832607432,15.177614832607432
The Sexy Brutale,83.0,78.6972922444496,4.302707755550401,4.302707755550401
The Walking Dead: Season 1,92.0,76.72973604978381,15.27026395021619,15.27026395021619
